Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
9/29/2016 0:00,21:45:28,1.24,50,30.47,95,127.82,7.87,6:13:00,18:13:00
9/29/2016 0:00,21:40:20,1.23,50,30.47,95,157.58,6.75,6:13:00,18:13:00
9/29/2016 0:00,21:35:21,1.23,50,30.47,95,172.96,7.87,6:13:00,18:13:00
9/29/2016 0:00,21:30:21,1.23,50,30.47,95,143.82,6.75,6:13:00,18:13:00
9/29/2016 0:00,21:25:22,1.24,50,30.47,94,154.03,5.62,6:13:00,18:13:00
9/29/2016 0:00,21:20:21,1.2,50,30.47,93,165.93,4.5,6:13:00,18:13:00
9/29/2016 0:00,21:15:23,1.24,50,30.47,93,139.82,7.87,6:13:00,18:13:00
9/29/2016 0:00,21:10:20,1.21,49,30.47,93,166.07,9,6:13:00,18:13:00
9/29/2016 0:00,21:05:26,1.24,50,30.47,93,116.16,5.62,6:13:00,18:13:00
9/29/2016 0:00,21:00:20,1.2,50,30.47,92,157.48,4.5,6:13:00,18:13:00
9/29/2016 0:00,20:55:18,1.19,50,30.47,91,112.27,7.87,6:13:00,18:13:00
9/29/2016 0:00,20:50:20,1.25,50,30.47,90,133.69,6.75,6:13:00,18:13:00
9/29/2016 0:00,20:45:24,1.25,50,30.47,88,140.64,6.75,6:13:00,18:13:00
9/29/2016 0:00,20:40:19,1.23,50,30.47,87,52.89,1.12,6:13:00,18:13:00
9/29/2016 0:00,20:35:19,1.21,50,30.47,86,132.66,4.5,6:13:00,18:13:00
9/29/2016 0:00,20:30:18,1.25,50,30.46,85,138.35,5.62,6:13:00,18:13:00
9/29/2016 0:00,20:25:20,1.23,50,30.46,84,109.87,3.37,6:13:00,18:13:00
9/29/2016 0:00,20:20:23,1.23,50,30.47,81,123.25,3.37,6:13:00,18:13:00
9/29/2016 0:00,20:15:20,1.26,50,30.46,75,158.64,4.5,6:13:00,18:13:00
9/29/2016 0:00,20:10:22,1.17,50,30.46,70,165.22,5.62,6:13:00,18:13:00
9/29/2016 0:00,20:05:22,1.22,50,30.46,63,160.51,3.37,6:13:00,18:13:00
9/29/2016 0:00,20:00:18,1.22,50,30.46,51,155.36,4.5,6:13:00,18:13:00
9/29/2016 0:00,19:55:23,1.22,50,30.46,47,157.78,6.75,6:13:00,18:13:00
9/29/2016 0:00,19:50:22,1.24,50,30.46,46,151.6,3.37,6:13:00,18:13:00
9/29/2016 0:00,19:45:25,1.25,50,30.46,47,105.78,4.5,6:13:00,18:13:00
9/29/2016 0:00,19:40:22,1.19,50,30.46,48,135.55,4.5,6:13:00,18:13:00
9/29/2016 0:00,19:35:22,1.19,50,30.46,56,140.92,4.5,6:13:00,18:13:00
9/29/2016 0:00,19:30:20,1.23,50,30.46,57,165,4.5,6:13:00,18:13:00
9/29/2016 0:00,19:25:21,1.19,51,30.46,55,126.63,3.37,6:13:00,18:13:00
9/29/2016 0:00,19:20:20,1.23,51,30.46,54,119.97,4.5,6:13:00,18:13:00
9/29/2016 0:00,19:15:22,1.22,51,30.45,53,95.57,2.25,6:13:00,18:13:00
9/29/2016 0:00,19:10:24,1.24,51,30.45,51,100.02,4.5,6:13:00,18:13:00
9/29/2016 0:00,19:05:20,1.24,51,30.45,51,111.73,2.25,6:13:00,18:13:00
9/29/2016 0:00,19:00:24,1.23,51,30.45,52,145.77,5.62,6:13:00,18:13:00
9/29/2016 0:00,18:55:19,1.23,51,30.45,51,105.89,6.75,6:13:00,18:13:00
9/29/2016 0:00,18:50:24,1.24,51,30.45,52,120.86,5.62,6:13:00,18:13:00
9/29/2016 0:00,18:45:19,1.23,51,30.44,55,170.11,5.62,6:13:00,18:13:00
9/29/2016 0:00,18:40:21,1.21,52,30.44,55,107.15,5.62,6:13:00,18:13:00
9/29/2016 0:00,18:35:21,1.24,52,30.44,55,129.29,6.75,6:13:00,18:13:00
9/29/2016 0:00,18:30:23,1.18,52,30.45,59,158.73,3.37,6:13:00,18:13:00
9/29/2016 0:00,18:25:19,1.52,52,30.44,59,211.38,2.25,6:13:00,18:13:00
9/29/2016 0:00,18:20:23,5.07,53,30.44,61,174.97,4.5,6:13:00,18:13:00
9/29/2016 0:00,18:15:21,6.16,53,30.44,62,120.78,7.87,6:13:00,18:13:00
9/29/2016 0:00,18:10:52,6.63,53,30.44,59,118.82,5.62,6:13:00,18:13:00
9/29/2016 0:00,18:05:22,10.96,54,30.44,59,154.16,4.5,6:13:00,18:13:00
9/29/2016 0:00,18:00:22,19.42,55,30.44,57,58.42,6.75,6:13:00,18:13:00
9/29/2016 0:00,17:55:22,27.14,55,30.44,53,47.86,4.5,6:13:00,18:13:00
9/29/2016 0:00,17:50:19,33.75,56,30.44,52,74.56,2.25,6:13:00,18:13:00
9/29/2016 0:00,17:45:22,49.57,56,30.44,49,25.72,6.75,6:13:00,18:13:00
9/29/2016 0:00,17:40:22,59.62,56,30.44,50,102.11,2.25,6:13:00,18:13:00
9/29/2016 0:00,17:35:38,87.23,56,30.44,48,67.49,3.37,6:13:00,18:13:00
9/29/2016 0:00,17:30:25,109.93,56,30.43,49,180.29,2.25,6:13:00,18:13:00
9/29/2016 0:00,17:25:25,130.82,57,30.43,57,150.2,2.25,6:13:00,18:13:00
9/29/2016 0:00,17:20:25,160.52,57,30.43,55,47.3,5.62,6:13:00,18:13:00
9/29/2016 0:00,17:15:20,191.37,58,30.43,52,333.81,1.12,6:13:00,18:13:00
9/29/2016 0:00,17:10:20,207.05,58,30.43,49,41.62,4.5,6:13:00,18:13:00
9/29/2016 0:00,17:05:22,240.99,58,30.43,45,132.36,5.62,6:13:00,18:13:00
9/29/2016 0:00,17:00:24,274.83,58,30.43,41,332.09,4.5,6:13:00,18:13:00
9/29/2016 0:00,16:55:25,300.94,58,30.43,55,45.88,3.37,6:13:00,18:13:00
9/29/2016 0:00,16:50:22,322.71,58,30.43,56,94.24,7.87,6:13:00,18:13:00
9/29/2016 0:00,16:45:38,346.59,58,30.43,50,81.57,6.75,6:13:00,18:13:00
9/29/2016 0:00,16:40:20,364.18,58,30.43,49,351.03,7.87,6:13:00,18:13:00
9/29/2016 0:00,16:35:41,368.35,58,30.43,51,78.81,5.62,6:13:00,18:13:00
9/29/2016 0:00,16:30:22,362.84,58,30.43,46,85.96,5.62,6:13:00,18:13:00
9/29/2016 0:00,16:25:21,423.9,59,30.43,48,19.78,4.5,6:13:00,18:13:00
9/29/2016 0:00,16:20:25,457.69,58,30.43,59,18.26,4.5,6:13:00,18:13:00
9/29/2016 0:00,16:15:23,511.38,58,30.43,52,69.08,3.37,6:13:00,18:13:00
9/29/2016 0:00,16:10:22,566.83,58,30.43,52,40.87,4.5,6:13:00,18:13:00
9/29/2016 0:00,16:05:20,187.96,58,30.43,49,0.13,4.5,6:13:00,18:13:00
9/29/2016 0:00,16:00:20,310.59,59,30.43,58,27.34,9,6:13:00,18:13:00
9/29/2016 0:00,15:55:22,230.26,59,30.43,46,359.93,3.37,6:13:00,18:13:00
9/29/2016 0:00,15:50:21,623.31,60,30.43,46,22.18,7.87,6:13:00,18:13:00
9/29/2016 0:00,15:45:22,312.1,60,30.43,48,4.38,10.12,6:13:00,18:13:00
9/29/2016 0:00,15:40:24,803.72,60,30.43,44,355.03,7.87,6:13:00,18:13:00
9/29/2016 0:00,15:35:19,671.97,60,30.42,47,0.4,7.87,6:13:00,18:13:00
9/29/2016 0:00,15:30:20,670.32,60,30.42,51,53.16,4.5,6:13:00,18:13:00
9/29/2016 0:00,15:25:21,679.73,60,30.42,48,353.87,9,6:13:00,18:13:00
9/29/2016 0:00,15:20:24,687.62,60,30.43,54,2.04,4.5,6:13:00,18:13:00
9/29/2016 0:00,15:15:18,697.66,61,30.42,53,34.85,11.25,6:13:00,18:13:00
9/29/2016 0:00,15:10:21,716.27,61,30.42,44,11.08,7.87,6:13:00,18:13:00
9/29/2016 0:00,15:05:23,744.43,61,30.43,50,1.6,5.62,6:13:00,18:13:00
9/29/2016 0:00,15:02:10,612.34,61,30.42,53,345.21,7.87,6:13:00,18:13:00
9/29/2016 0:00,14:55:21,760.9,61,30.42,50,165.42,4.5,6:13:00,18:13:00
9/29/2016 0:00,14:50:21,773.71,61,30.42,57,30.3,6.75,6:13:00,18:13:00
9/29/2016 0:00,14:45:18,790.08,61,30.42,59,34.24,3.37,6:13:00,18:13:00
9/29/2016 0:00,14:40:23,804.28,61,30.42,59,19.11,7.87,6:13:00,18:13:00
9/29/2016 0:00,14:35:24,818.82,61,30.42,53,84.61,6.75,6:13:00,18:13:00
9/29/2016 0:00,14:30:19,855.63,62,30.42,51,31.88,5.62,6:13:00,18:13:00
9/29/2016 0:00,14:25:20,875.16,62,30.42,58,149.48,3.37,6:13:00,18:13:00
9/29/2016 0:00,14:20:21,867.9,62,30.42,54,62.54,3.37,6:13:00,18:13:00
9/29/2016 0:00,14:15:27,872.67,62,30.43,58,39.59,5.62,6:13:00,18:13:00
9/29/2016 0:00,14:10:20,890.52,62,30.43,50,122.13,4.5,6:13:00,18:13:00
9/29/2016 0:00,14:00:19,911.06,62,30.43,53,65.07,7.87,6:13:00,18:13:00
9/29/2016 0:00,13:55:20,925.16,62,30.43,49,69.79,7.87,6:13:00,18:13:00
9/29/2016 0:00,13:50:20,933.15,62,30.43,47,346.87,5.62,6:13:00,18:13:00
9/29/2016 0:00,13:45:21,942.73,62,30.43,53,359.93,5.62,6:13:00,18:13:00
9/29/2016 0:00,13:40:21,955.74,62,30.43,50,9.92,4.5,6:13:00,18:13:00
9/29/2016 0:00,13:35:21,959.47,62,30.43,54,19.98,9,6:13:00,18:13:00
9/29/2016 0:00,13:30:20,970.22,62,30.43,57,0.9,6.75,6:13:00,18:13:00
9/29/2016 0:00,13:25:18,974.87,62,30.43,54,19.13,11.25,6:13:00,18:13:00
9/29/2016 0:00,13:20:20,985.22,62,30.44,53,61.93,7.87,6:13:00,18:13:00
9/29/2016 0:00,13:15:25,992.19,62,30.43,50,63.35,10.12,6:13:00,18:13:00
9/29/2016 0:00,13:10:22,997.26,62,30.44,56,171.18,7.87,6:13:00,18:13:00
9/29/2016 0:00,13:05:22,1004.6,62,30.44,54,45.65,7.87,6:13:00,18:13:00
9/29/2016 0:00,13:00:19,1007.96,63,30.44,54,15.92,11.25,6:13:00,18:13:00
9/29/2016 0:00,12:55:22,1013.59,63,30.44,54,130.14,9,6:13:00,18:13:00
9/29/2016 0:00,12:50:20,1020.55,62,30.44,51,21.54,10.12,6:13:00,18:13:00
9/29/2016 0:00,12:45:19,1025.63,62,30.44,45,70.89,15.75,6:13:00,18:13:00
9/29/2016 0:00,12:40:20,1029.41,63,30.45,46,59.62,12.37,6:13:00,18:13:00
9/29/2016 0:00,12:35:20,1034.46,63,30.45,43,79.08,7.87,6:13:00,18:13:00
9/29/2016 0:00,12:30:19,1033.54,63,30.45,43,359.46,5.62,6:13:00,18:13:00
9/29/2016 0:00,12:25:21,1039.06,63,30.45,40,59.89,4.5,6:13:00,18:13:00
9/29/2016 0:00,12:20:20,1039.67,63,30.45,39,40.66,6.75,6:13:00,18:13:00
9/29/2016 0:00,12:15:20,1037.76,64,30.46,41,20.44,14.62,6:13:00,18:13:00
9/29/2016 0:00,12:10:24,1039.52,64,30.45,41,40.4,13.5,6:13:00,18:13:00
9/29/2016 0:00,12:05:20,1040.14,63,30.45,41,117.62,4.5,6:13:00,18:13:00
9/29/2016 0:00,12:00:27,1039.22,63,30.46,42,354.78,1.12,6:13:00,18:13:00
9/29/2016 0:00,11:55:20,1035.99,63,30.46,41,35.68,4.5,6:13:00,18:13:00
9/29/2016 0:00,11:50:20,1033.49,63,30.46,39,350,5.62,6:13:00,18:13:00
9/29/2016 0:00,11:45:18,1029.15,63,30.46,41,14.63,9,6:13:00,18:13:00
9/29/2016 0:00,11:40:20,1025.51,63,30.46,41,349.53,2.25,6:13:00,18:13:00
9/29/2016 0:00,11:35:19,1023.78,63,30.46,41,31.9,9,6:13:00,18:13:00
9/29/2016 0:00,11:30:22,1017.57,63,30.47,37,339.83,3.37,6:13:00,18:13:00
9/29/2016 0:00,11:25:20,1013.93,63,30.47,34,67.14,11.25,6:13:00,18:13:00
9/29/2016 0:00,11:20:21,1009.36,63,30.47,34,61.67,9,6:13:00,18:13:00
9/29/2016 0:00,11:15:22,1002.89,63,30.47,33,32.74,6.75,6:13:00,18:13:00
9/29/2016 0:00,11:11:56,999.19,63,30.47,31,4.51,6.75,6:13:00,18:13:00
9/29/2016 0:00,11:05:22,987.02,62,30.47,36,38.9,10.12,6:13:00,18:13:00
9/29/2016 0:00,11:00:23,981.66,63,30.47,40,28.85,7.87,6:13:00,18:13:00
9/29/2016 0:00,10:55:21,973.79,63,30.47,35,114.97,5.62,6:13:00,18:13:00
9/29/2016 0:00,10:50:22,964.46,63,30.47,37,60.94,6.75,6:13:00,18:13:00
9/29/2016 0:00,10:45:20,957.02,62,30.47,40,37.85,7.87,6:13:00,18:13:00
9/29/2016 0:00,10:40:22,946.32,62,30.47,44,38.03,11.25,6:13:00,18:13:00
9/29/2016 0:00,10:35:22,933.08,62,30.47,45,37.37,11.25,6:13:00,18:13:00
9/29/2016 0:00,10:30:21,926.79,62,30.47,43,10.44,5.62,6:13:00,18:13:00
9/29/2016 0:00,10:25:19,915.84,62,30.47,42,5.51,11.25,6:13:00,18:13:00
9/29/2016 0:00,10:20:19,901.65,62,30.47,42,24.74,9,6:13:00,18:13:00
9/29/2016 0:00,10:15:23,899.53,61,30.47,46,37.67,7.87,6:13:00,18:13:00
9/29/2016 0:00,10:10:20,878.76,62,30.47,49,61.93,7.87,6:13:00,18:13:00
9/29/2016 0:00,10:05:23,867.98,61,30.47,44,359.93,6.75,6:13:00,18:13:00
9/29/2016 0:00,10:00:25,855.89,62,30.47,41,26.99,7.87,6:13:00,18:13:00
9/29/2016 0:00,9:55:21,841.52,61,30.47,42,21.37,9,6:13:00,18:13:00
9/29/2016 0:00,9:50:22,830.19,62,30.47,38,52.73,10.12,6:13:00,18:13:00
9/29/2016 0:00,9:45:19,815.1,62,30.47,39,61.67,6.75,6:13:00,18:13:00
9/29/2016 0:00,9:40:20,799.29,62,30.47,41,42.59,5.62,6:13:00,18:13:00
9/29/2016 0:00,9:35:25,785.6,61,30.47,41,37.83,7.87,6:13:00,18:13:00
9/29/2016 0:00,9:30:21,768.39,61,30.47,45,7.14,7.87,6:13:00,18:13:00
9/29/2016 0:00,9:25:19,754.06,61,30.47,44,186.9,4.5,6:13:00,18:13:00
9/29/2016 0:00,9:20:22,738.75,61,30.47,43,7.25,7.87,6:13:00,18:13:00
9/29/2016 0:00,9:15:23,722.23,61,30.46,44,33.19,11.25,6:13:00,18:13:00
9/29/2016 0:00,9:10:23,706.41,61,30.46,44,56.91,6.75,6:13:00,18:13:00
9/29/2016 0:00,9:05:21,686.3,61,30.46,45,70.29,3.37,6:13:00,18:13:00
9/29/2016 0:00,9:00:26,669.11,60,30.46,49,16.18,9,6:13:00,18:13:00
9/29/2016 0:00,8:55:21,652.51,61,30.46,47,52.76,2.25,6:13:00,18:13:00
9/29/2016 0:00,8:50:23,634.99,61,30.46,41,14.96,6.75,6:13:00,18:13:00
9/29/2016 0:00,8:45:27,617.87,61,30.46,31,19.08,7.87,6:13:00,18:13:00
9/29/2016 0:00,8:40:21,597.41,61,30.46,34,0.1,2.25,6:13:00,18:13:00
9/29/2016 0:00,8:35:22,578.24,61,30.46,31,24.56,4.5,6:13:00,18:13:00
9/29/2016 0:00,8:30:21,559.23,60,30.46,35,41.61,1.12,6:13:00,18:13:00
9/29/2016 0:00,8:25:21,538.41,60,30.46,37,31.05,3.37,6:13:00,18:13:00
9/29/2016 0:00,8:20:23,519.16,60,30.46,41,25.35,4.5,6:13:00,18:13:00
9/29/2016 0:00,8:15:21,499.21,60,30.45,40,3.77,3.37,6:13:00,18:13:00
9/29/2016 0:00,8:10:19,478.48,60,30.45,40,17.86,3.37,6:13:00,18:13:00
9/29/2016 0:00,8:05:18,458.27,59,30.45,40,74.63,1.12,6:13:00,18:13:00
9/29/2016 0:00,8:00:24,438.05,59,30.45,45,64.84,2.25,6:13:00,18:13:00
9/29/2016 0:00,7:55:19,416.28,60,30.44,30,53.32,5.62,6:13:00,18:13:00
9/29/2016 0:00,7:50:19,395.14,59,30.44,31,75.7,3.37,6:13:00,18:13:00
9/29/2016 0:00,7:45:20,373.7,58,30.44,34,58.43,2.25,6:13:00,18:13:00
9/29/2016 0:00,7:40:19,352.56,57,30.43,34,113.5,1.12,6:13:00,18:13:00
9/29/2016 0:00,7:30:21,305.78,54,30.43,38,146.52,1.12,6:13:00,18:13:00
9/29/2016 0:00,7:25:21,278.29,52,30.43,42,142.16,2.25,6:13:00,18:13:00
9/29/2016 0:00,7:20:28,251.51,51,30.43,44,151.94,2.25,6:13:00,18:13:00
9/29/2016 0:00,7:15:24,222.48,50,30.43,46,143.23,4.5,6:13:00,18:13:00
9/29/2016 0:00,7:10:22,164.44,49,30.43,47,172.83,3.37,6:13:00,18:13:00
9/29/2016 0:00,7:05:23,21.36,48,30.43,48,176.93,4.5,6:13:00,18:13:00
9/29/2016 0:00,7:00:25,20,48,30.42,50,182.88,5.62,6:13:00,18:13:00
9/29/2016 0:00,6:55:23,19.24,48,30.42,51,173.07,7.87,6:13:00,18:13:00
9/29/2016 0:00,6:50:19,18.33,47,30.42,53,191.44,7.87,6:13:00,18:13:00
9/29/2016 0:00,6:45:20,17.31,47,30.42,54,193.99,9,6:13:00,18:13:00
9/29/2016 0:00,6:40:22,16.09,47,30.42,55,190.38,10.12,6:13:00,18:13:00
9/29/2016 0:00,6:35:19,14.73,47,30.42,56,179.45,10.12,6:13:00,18:13:00
9/29/2016 0:00,6:30:20,12.53,47,30.42,57,188.58,6.75,6:13:00,18:13:00
9/29/2016 0:00,6:25:21,9.86,47,30.42,57,188.37,7.87,6:13:00,18:13:00
9/29/2016 0:00,6:20:20,7.7,47,30.41,58,192.09,7.87,6:13:00,18:13:00
9/29/2016 0:00,6:15:22,6.17,47,30.41,61,157.11,7.87,6:13:00,18:13:00
9/29/2016 0:00,6:10:23,4.32,47,30.41,62,177.65,6.75,6:13:00,18:13:00
9/29/2016 0:00,6:05:20,2.34,47,30.41,62,187.76,7.87,6:13:00,18:13:00
9/29/2016 0:00,6:00:24,1.47,47,30.41,61,185.73,7.87,6:13:00,18:13:00
9/29/2016 0:00,5:55:25,1.21,47,30.41,60,184.95,9,6:13:00,18:13:00
9/29/2016 0:00,5:50:21,1.23,47,30.41,59,182.07,9,6:13:00,18:13:00
9/29/2016 0:00,5:45:21,1.24,46,30.41,58,184.89,10.12,6:13:00,18:13:00
9/29/2016 0:00,5:40:21,1.23,46,30.4,59,190.62,7.87,6:13:00,18:13:00
9/29/2016 0:00,5:35:26,1.21,46,30.4,58,188.4,7.87,6:13:00,18:13:00
9/29/2016 0:00,5:30:27,1.21,46,30.4,58,193.81,5.62,6:13:00,18:13:00
9/29/2016 0:00,5:25:22,1.22,45,30.4,56,191.32,6.75,6:13:00,18:13:00
9/29/2016 0:00,5:20:24,1.22,45,30.4,56,184.3,5.62,6:13:00,18:13:00
9/29/2016 0:00,5:15:21,1.2,45,30.4,55,174.74,4.5,6:13:00,18:13:00
9/29/2016 0:00,5:10:22,1.2,45,30.4,55,184.56,6.75,6:13:00,18:13:00
9/29/2016 0:00,5:05:20,1.16,46,30.4,55,165.66,6.75,6:13:00,18:13:00
9/29/2016 0:00,5:00:22,1.15,46,30.4,53,177.23,4.5,6:13:00,18:13:00
9/29/2016 0:00,4:55:25,1.18,46,30.4,51,173.92,4.5,6:13:00,18:13:00
9/29/2016 0:00,4:50:25,1.18,46,30.4,50,174.53,5.62,6:13:00,18:13:00
9/29/2016 0:00,4:45:20,1.18,46,30.4,50,163.85,3.37,6:13:00,18:13:00
9/29/2016 0:00,4:40:21,1.19,46,30.4,49,166.26,4.5,6:13:00,18:13:00
9/29/2016 0:00,4:35:19,1.18,46,30.39,49,176.34,3.37,6:13:00,18:13:00
9/29/2016 0:00,4:30:25,1.2,46,30.39,48,170.62,5.62,6:13:00,18:13:00
9/29/2016 0:00,4:25:25,1.17,46,30.39,47,176.8,3.37,6:13:00,18:13:00
9/29/2016 0:00,4:20:21,1.17,46,30.39,47,170.45,4.5,6:13:00,18:13:00
9/29/2016 0:00,4:15:29,1.18,46,30.39,45,180.3,3.37,6:13:00,18:13:00
9/29/2016 0:00,4:10:22,1.21,46,30.39,45,187.66,6.75,6:13:00,18:13:00
9/29/2016 0:00,4:05:18,1.17,46,30.39,45,173.01,5.62,6:13:00,18:13:00
9/29/2016 0:00,4:00:20,1.18,46,30.39,45,178.75,5.62,6:13:00,18:13:00
9/29/2016 0:00,3:55:20,1.19,46,30.39,47,171.85,6.75,6:13:00,18:13:00
9/29/2016 0:00,3:50:26,1.18,46,30.39,47,189.46,6.75,6:13:00,18:13:00
9/29/2016 0:00,3:45:22,1.2,46,30.39,48,169.78,5.62,6:13:00,18:13:00
9/29/2016 0:00,3:40:26,1.22,46,30.39,50,183.99,6.75,6:13:00,18:13:00
9/29/2016 0:00,3:35:22,1.21,46,30.39,52,173.17,5.62,6:13:00,18:13:00
9/29/2016 0:00,3:30:19,1.22,46,30.38,55,186.34,7.87,6:13:00,18:13:00
9/29/2016 0:00,3:25:23,1.21,46,30.38,56,159.97,6.75,6:13:00,18:13:00
9/29/2016 0:00,3:20:23,1.18,47,30.38,57,170.61,4.5,6:13:00,18:13:00
9/29/2016 0:00,3:15:22,1.24,47,30.39,58,171.98,3.37,6:13:00,18:13:00
9/29/2016 0:00,3:10:24,1.22,47,30.38,58,177.67,6.75,6:13:00,18:13:00
9/29/2016 0:00,3:05:19,1.24,47,30.39,58,165.64,5.62,6:13:00,18:13:00
9/29/2016 0:00,3:00:19,1.26,47,30.38,58,181.39,4.5,6:13:00,18:13:00
9/29/2016 0:00,2:55:25,1.18,47,30.38,58,156.71,3.37,6:13:00,18:13:00
9/29/2016 0:00,2:50:25,1.24,47,30.39,58,156.31,7.87,6:13:00,18:13:00
9/29/2016 0:00,2:45:23,1.19,47,30.39,59,168.46,4.5,6:13:00,18:13:00
9/29/2016 0:00,2:40:23,1.2,47,30.39,59,172.8,5.62,6:13:00,18:13:00
9/29/2016 0:00,2:35:22,1.24,47,30.39,60,158.68,5.62,6:13:00,18:13:00
9/29/2016 0:00,2:30:25,1.23,47,30.39,60,167.47,6.75,6:13:00,18:13:00
9/29/2016 0:00,2:25:21,1.25,47,30.39,60,165.89,5.62,6:13:00,18:13:00
9/29/2016 0:00,2:20:21,1.23,47,30.39,62,163.06,5.62,6:13:00,18:13:00
9/29/2016 0:00,2:15:23,1.2,47,30.39,64,154.2,2.25,6:13:00,18:13:00
9/29/2016 0:00,2:10:20,1.24,47,30.39,64,190.87,6.75,6:13:00,18:13:00
9/29/2016 0:00,2:05:24,1.24,47,30.39,66,168.77,4.5,6:13:00,18:13:00
9/29/2016 0:00,2:00:30,1.23,47,30.4,65,183.32,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:55:24,1.2,47,30.4,68,170.4,4.5,6:13:00,18:13:00
9/29/2016 0:00,1:50:23,1.21,48,30.4,70,186.06,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:45:24,1.22,48,30.4,69,152.34,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:40:18,1.25,48,30.4,71,171.74,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:35:21,1.18,48,30.4,73,164.9,6.75,6:13:00,18:13:00
9/29/2016 0:00,1:30:21,1.22,48,30.4,76,193.66,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:25:20,1.21,48,30.4,76,183.44,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:20:23,1.25,48,30.4,77,169.53,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:15:20,1.23,48,30.41,77,170.89,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:10:26,1.23,48,30.41,77,180.16,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:05:19,1.22,48,30.41,78,159.54,5.62,6:13:00,18:13:00
9/29/2016 0:00,1:00:24,1.23,48,30.41,78,160.62,5.62,6:13:00,18:13:00
9/29/2016 0:00,0:55:25,1.23,48,30.41,78,179.43,5.62,6:13:00,18:13:00
9/29/2016 0:00,0:50:29,1.19,48,30.41,78,177.17,5.62,6:13:00,18:13:00
9/29/2016 0:00,0:45:24,1.22,48,30.41,78,176.09,3.37,6:13:00,18:13:00
9/29/2016 0:00,0:40:19,1.22,48,30.41,78,170.4,6.75,6:13:00,18:13:00
9/29/2016 0:00,0:35:21,1.22,49,30.41,78,181.25,4.5,6:13:00,18:13:00
9/29/2016 0:00,0:30:22,1.22,49,30.41,77,183.79,7.87,6:13:00,18:13:00
9/29/2016 0:00,0:25:24,1.22,49,30.41,78,166.36,4.5,6:13:00,18:13:00
9/29/2016 0:00,0:20:25,1.23,49,30.42,77,168.56,5.62,6:13:00,18:13:00
9/29/2016 0:00,0:10:23,1.21,50,30.42,75,162.03,5.62,6:13:00,18:13:00
